ラップ数,タイム,累積時間,距離,平均ペース,勾配調整後のペース（GAP）平均,平均心拍数,最大心拍数,総上昇量,総下降量,平均パワー,平均W/kg,最大パワー,最大W/kg,平均ピッチ,平均接地時間,平均GCTバランス,平均歩幅,平均上下動,平均上下動比,カロリー,平均気温,最高ペース,最高ピッチ,移動時間,平均移動ペース,身長,体重,VO2Max
1,04:45.9,04:45.9,1,4:46,,149,163,8,12,,,,,170,224,左 47.6%／右 52.4%,1.2,8.8,7.3,55,,4:30,174,4:42,4:42,177,60,62
2,00:04.4,04:50.3,0.02,3:46,,150,152,--,--,,,,,172,215,左 45.7%／右 54.3%,1.25,9,6.9,0,,4:35,173,00:04.4,3:46,177,60,62
1,03:55.4,03:55.4,1,3:55,,152,170,9,--,,,,,173,238,左 42.1%／右 57.9%,1.42,8.9,6.3,46,,3:38,178,3:54,3:54,177,60,62
2,03:47.9,07:43.3,1,3:48,,168,181,--,11,,,,,173,238,左 42.1%／右 57.9%,1.52,9,5.6,50,,3:38,176,03:47.9,3:48,177,60,62
3,03:51.0,11:34,1,3:51,,175,184,9,9,,,,,173,238,左 42.4%／右 57.6%,1.49,9,5.8,52,,3:41,177,03:51.0,3:51,177,60,62
4,00:03.3,11:38,0.02,3:11,,177,178,--,--,,,,,173,238,左 43.0%／右 57.0%,1.57,9.8,5.6,0,,3:41,174,0:03,2:53,177,60,62
1,03:15.7,03:15.7,1,3:16,,148,167,8,6,,,,,175,211,左 43.5%／右 56.5%,1.72,8.4,4.9,37,,3:07,180,3:10,3:10,177,60,62
2,03:38.2,06:53.9,1,3:38,,172,178,--,--,,,,,177,206,左 44.3%／右 55.7%,1.57,8.2,4.9,49,,3:15,180,03:38.2,3:38,177,60,62
3,03:41.4,10:35,1,3:41,,179,187,--,--,,,,,176,213,左 47.3%／右 52.7%,1.54,8.3,5.1,51,,3:40,178,3:41,3:41,177,60,62
1,03:15.7,03:15.7,1,3:16,,148,167,8,6,,,,,175,211,左 43.5%／右 56.5%,1.72,8.4,4.9,37,,3:07,180,3:10,3:10,177,60,62
2,03:38.2,06:53.9,1,3:38,,172,178,--,--,,,,,177,206,左 44.3%／右 55.7%,1.57,8.2,4.9,49,,3:15,180,03:38.2,3:38,177,60,62
3,03:41.4,10:35,1,3:41,,179,187,--,--,,,,,176,213,左 47.3%／右 52.7%,1.54,8.3,5.1,51,,3:40,178,3:41,3:41,177,60,62
4,00:06.9,10:42,0.04,3:07,,181,184,--,--,,,,,176,234,左 45.0%／右 55.0%,1.65,8,4.6,1,,3:33,177,0:06,2:43,177,60,62
1,04:18.9,04:18.9,1,4:19,,149,161,,,,,,,172,204,左 49.1%／右 50.9%,1.37,9.3,6.6,50,,3:51,174,4:18,4:18,177,60,62
2,00:02.1,04:21.0,0.01,2:50,,159,159,,,,,,,171,194,左 47.8%／右 52.3%,1.44,9.7,6.4,0,,4:01,171,00:02.1,2:50,177,60,62
1,03:57.3,03:57.3,1,3:57,,157,174,,,,,,,175,198,左 47.7%／右 52.3%,1.45,8.4,5.6,49,,3:40,181,3:56,3:56,177,60,62
2,03:48.7,07:46.0,1,3:49,,174,180,,,,,,,176,194,左 50.0%／右 50.0%,1.5,8.2,5.2,52,,3:40,179,03:48.7,3:49,177,60,62
3,03:45.1,11:31,1,3:45,,176,183,,,,,,,177,200,左 49.1%／右 50.9%,1.51,7.9,5,52,,3:19,179,3:45,3:45,177,60,62
4,00:02.3,11:33,0.01,3:31,,173,173,,,,,,,177,195,左 49.4%／右 50.6%,1.52,7.6,4.9,0,,3:41,177,0:02,3:00,177,60,62
1,04:14.4,04:14.4,1,4:14,,175,187,,,,,,,170,217,左 48.1%／右 51.9%,1.43,8.9,5.9,59,,3:57,173,4:13,4:13,177,60,62
2,04:01.0,08:15.4,0.99,4:04,,187,192,,,,,,,169,221,左 46.7%／右 53.3%,1.46,9.1,6,60,,3:49,171,4:01,4:04,177,60,62
1,03:06.8,03:06.8,0.96,3:15,,172,184,4,,,,,,180,215,左 38.8%／右 61.2%,1.52,6.9,4.3,42,,2:40,195,3:06,3:14,177,60,62
1,04:30.7,04:30.7,1,4:31,,153,174,6,--,,,,,168,218,左 46.4%／右 53.6%,1.35,9.5,6.7,53,,3:48,179,04:30.7,4:31,177,60,62
2,04:14.5,08:45.2,1,4:14,,161,167,--,8,,,,,174,213,左 45.5%／右 54.5%,1.37,9.1,6.4,53,,4:02,176,04:14.5,4:14,177,60,62
3,04:21.6,13:07,1,4:22,,166,174,9,--,,,,,172,215,左 44.8%／右 55.2%,1.31,9,6.6,56,,4:15,181,4:21,4:21,177,60,62
4,04:20.4,17:27,1,4:20,,168,188,--,2,,,,,172,208,左 45.2%／右 54.8%,1.33,9.2,6.7,57,,4:02,176,4:20,4:20,177,60,62
5,04:11.7,21:39,1,4:12,,178,186,4,10,,,,,173,211,左 43.0%／右 57.0%,1.36,9,6.4,58,,3:51,177,04:11.7,4:12,177,60,62
6,00:04.5,21:43,0.02,3:29,,178,179,--,--,,,,,173,196,左 45.2%／右 54.8%,1.54,9.8,5.9,1,,3:52,174,0:04,3:07,177,60,62
1,04:18.9,04:18.9,1,4:19,,149,165,9,5,,,,,171,196,左 50.2%／右 49.8%,1.36,8.8,6.2,49,,1:40,176,4:17,4:17,177,60,62
2,04:14.5,08:33.4,1,4:15,,166,174,3,11,,,,,172,201,左 50.2%／右 49.8%,1.38,9,6.3,55,,3:55,175,04:14.5,4:15,177,60,62
3,04:27.2,13:01,1,4:27,,172,179,9,--,,,,,171,207,左 49.9%／右 50.1%,1.31,8.8,6.4,59,,4:13,173,4:27,4:27,177,60,62
4,04:35.4,17:36,1,4:35,,169,176,--,--,,,,,170,211,左 49.9%／右 50.1%,1.28,9.2,6.9,60,,4:17,172,4:35,4:35,177,60,62
5,02:37.9,20:14,0.57,4:37,,172,183,--,9,,,,,170,214,左 49.9%／右 50.1%,1.28,9,6.8,35,,4:22,172,02:37.9,4:37,177,60,62
1,04:12.3,04:12.3,1,4:12,,146,165,--,7,,,,,170,191,左 50.3%／右 49.7%,1.35,9.2,6.7,47,,3:59,177,4:12,4:12,177,60,62
2,04:29.1,08:41.4,1,4:29,,167,173,30,33,,,,,169,202,左 50.0%／右 50.0%,1.33,9.2,6.7,58,,4:05,173,4:29,4:29,177,60,62
3,04:23.0,13:04,1,4:23,,164,174,30,--,,,,,170,201,左 50.1%／右 49.9%,1.36,9.1,6.5,56,,4:11,172,04:23.0,4:23,177,60,62
4,04:44.5,17:49,1,4:45,,165,170,13,21,,,,,168,208,左 50.2%／右 49.8%,1.25,9.5,7.5,60,,4:29,171,4:43,4:43,177,60,62
5,04:28.6,22:18,1,4:29,,167,172,20,16,,,,,167,210,左 50.3%／右 49.7%,1.31,9.4,7,58,,3:50,172,04:28.6,4:29,177,60,62
6,00:27.5,22:45,0.13,3:38,,171,176,--,10,,,,,166,198,左 51.1%／右 48.9%,1.67,9.7,5.5,5,,3:33,168,0:27,3:34,177,60,62
1,05:13.7,06:35.4,1,5:14,,139,155,,,,,,,159,212,左 49.8%／右 50.2%,1.21,10,8.3,55,,4:33,177,5:06,5:06,177,60,62
2,04:56.4,11:32,1,4:56,,149,157,,,,,,,169,203,左 50.0%／右 50.0%,1.2,10,8.1,57,,4:18,173,04:56.4,4:56,177,60,62
1,05:15.9,05:15.9,1,5:16,,162,174,,,,,,,157,225,左 49.6%／右 50.4%,1.2,9.2,7.8,66,,4:30,181,4:57,4:57,177,60,62
2,00:04.5,05:20.3,0.02,4:51,,156,172,,,,,,,129,220,左 49.6%／右 50.4%,1.12,7.9,7.3,1,,4:43,170,0:04,4:19,177,60,62
1,03:02.7,03:02.7,1,3:03,,154,180,11,10,,,,,185,190,左 51.8%／右 48.2%,1.77,6.8,3.9,36,,2:30,199,3:01,3:01,177,60,62
2,00:01.5,03:04.2,0.01,2:38,,181,181,--,--,,,,,181,195,左 50.9%／右 49.1%,1.58,7.2,4.4,0,,3:31,181,0:01,1:46,177,60,62
1,05:16.4,05:16.4,1,5:16,,148,169,,,,,,,159,226,左 50.5%／右 49.5%,1.22,11,8.8,59,,4:32,166,5:15,5:15,177,60,62
2,05:10.7,10:27,1,5:11,,182,192,,,,,,,159,225,左 50.5%／右 49.5%,1.22,11.4,9.1,74,,4:01,164,5:10,5:10,177,60,62
3,05:01.6,15:29,1,5:02,,193,196,,,,,,,161,220,左 50.4%／右 49.6%,1.23,10.9,8.6,77,,3:59,165,05:01.6,5:02,177,60,62
4,05:01.0,20:30,1,5:01,,195,199,,,,,,,165,220,左 50.5%／右 49.5%,1.21,10.3,8.3,80,,4:09,168,5:01,5:01,177,60,62
5,05:13.6,25:43:00,1,5:14,,196,202,,,,,,,165,220,左 50.5%／右 49.5%,1.2,10.3,8.7,84,,3:55,167,4:53,4:53,177,60,62
6,03:21.3,29:05:00,0.7,4:47,,198,202,,,,,,,165,219,左 50.6%／右 49.4%,1.27,10.4,7.9,55,,3:45,167,3:21,4:46,177,60,62
1,04:27.2,04:27.2,1,4:27,,160,177,9,--,,,,,170,209,左 49.5%／右 50.5%,1.31,9.3,6.7,54,,4:04,179,4:26,4:26,177,60,62
2,04:13.2,08:40.4,1,4:13,,183,188,--,7,,,,,172,207,左 49.6%／右 50.4%,1.38,9.3,6.5,59,,4:06,175,4:13,4:13,177,60,62
3,04:18.7,12:59,1,4:19,,190,197,5,5,,,,,171,207,左 49.4%／右 50.6%,1.34,9.5,6.9,65,,4:08,174,04:18.7,4:19,177,60,62
4,04:12.7,17:12,1,4:13,,193,196,6,5,,,,,171,207,左 49.8%／右 50.2%,1.39,9.7,6.7,64,,4:00,173,04:12.7,4:13,177,60,62
5,04:10.3,21:22,1,4:10,,195,200,4,6,,,,,170,203,左 49.7%／右 50.3%,1.4,9.9,6.8,66,,4:02,173,4:10,4:10,177,60,62
6,04:03.1,25:25:00,1,4:03,,198,204,4,6,,,,,171,204,左 49.9%／右 50.1%,1.44,9.8,6.6,66,,3:39,174,4:03,4:03,177,60,62
7,00:02.1,25:27:00,0.01,3:50,,204,204,--,--,,,,,168,205,左 50.1%／右 49.9%,1.61,10.2,5.9,0,,3:41,168,0:02,3:36,177,60,62
1,04:11.5,04:11.5,1,4:12,,166,187,8,3,,,,,170,197,左 49.9%／右 50.1%,1.39,9.9,6.9,52,,3:52,174,4:08,4:08,177,60,62
2,04:06.4,08:17.9,1,4:06,,189,193,--,9,,,,,172,201,左 49.9%／右 50.1%,1.42,9.9,6.8,60,,3:58,177,04:06.4,4:06,177,60,62
3,03:53.9,12:12,1,3:54,,200,204,7,--,,,,,171,203,左 50.0%／右 50.0%,1.5,9.9,6.3,64,,3:49,174,03:53.9,3:54,177,60,62
4,00:03.5,12:15,0.02,3:04,,203,203,--,--,,,,,172,202,左 49.6%／右 50.4%,1.57,9.6,5.8,1,,3:46,172,00:03.5,3:04,177,60,62
1,04:36.3,04:36.3,1,4:36,,169,186,8,6,,,,,169,203,左 49.6%／右 50.4%,1.27,10.4,7.9,59,,4:14,177,4:36,4:36,177,60,62
2,04:07.0,08:43.3,1,4:07,,190,197,5,11,,,,,168,197,左 49.5%／右 50.5%,1.44,11,7.4,61,,4:01,170,4:07,4:07,177,60,62
3,03:57.2,12:41,1,3:57,,200,206,3,--,,,,,170,197,左 49.7%／右 50.3%,1.46,10.5,6.9,64,,3:18,179,3:57,3:57,177,60,62
4,00:03.0,12:44,0.02,3:14,,206,206,--,--,,,,,174,187,左 50.9%／右 49.1%,1.61,10.1,5.7,0,,3:36,174,00:03.0,3:14,177,60,62
1,04:26.9,04:26.9,1,4:27,,153,182,6,2,,,,,169,200,左 50.1%／右 49.9%,1.31,11.2,8.5,50,,4:18,175,04:26.9,4:27,177,60,62
2,04:18.7,08:45.6,1,4:19,,176,182,5,10,,,,,169,202,左 51.0%／右 49.0%,1.38,10.5,7.3,57,,4:08,171,4:18,4:18,177,60,62
3,03:48.2,12:34,1,3:48,,191,198,1,--,,,,,171,196,左 52.3%／右 47.7%,1.49,9.6,6.2,56,,3:28,177,3:48,3:48,177,60,62
4,00:02.0,12:36,0.01,2:53,,190,190,--,--,,,,,177,187,左 52.9%／右 47.1%,1.54,8,5,0,,3:31,177,0:02,2:53,177,60,62
1,04:26.7,04:26.7,1,4:27,--,154,171,--,--,--,--,--,--,167,195,49.8% L / 50.2% R,1.35,10.2,7.3,51,--,3:53,172,4:24,4:24,177,60,62
2,04:12.7,08:39.4,1,4:13,--,174,198,--,--,--,--,--,--,169,190,50.0% L / 50.0% R,1.41,10.3,7.1,55,--,3:45,172,04:12.7,4:13,177,60,62
3,04:07.7,12:47,1,4:08,--,198,209,--,--,--,--,--,--,171,197,50.0% L / 50.0% R,1.42,9.7,6.6,64,--,3:29,175,04:07.7,4:08,177,60,62
4,00:00.7,12:48,0,3:04,--,206,206,--,--,--,--,--,--,173,190,50.3% L / 49.7% R,1.54,9.3,6.3,0,--,4:16,173,00:00.7,3:04,177,60,62
1,04:16.5,04:16.5,1,4:17,--,172,188,6,5,--,--,--,--,170,207,50.3% L / 49.7% R,1.37,9.3,6.7,52,--,4:05,175,4:14,4:14,177,60,62
2,04:08.6,08:25.1,1,4:09,--,192,196,7,10,--,--,--,--,170,209,50.3% L / 49.7% R,1.39,9.3,6.4,57,--,3:55,173,04:08.6,4:09,177,60,62
3,04:08.0,12:33,1,4:08,--,190,202,3,--,--,--,--,--,171,211,50.5% L / 49.5% R,1.4,9.1,6.2,56,--,3:57,173,4:08,4:08,177,60,62
4,00:02.2,12:35,0.01,3:23,--,201,201,--,--,--,--,--,--,170,212,51.0% L / 49.0% R,1.52,10.1,6,0,--,3:57,170,0:02,3:06,177,60,62
1,04:27.6,04:27.6,1,4:28,--,165,184,--,--,--,--,--,--,166,219,50.4% L / 49.6% R,1.36,10.1,7.2,39,--,4:07,172,4:26,4:26,177,60,62
2,04:20.3,08:47.9,1,4:20,--,191,197,--,--,--,--,--,--,166,220,50.1% L / 49.9% R,1.39,10.2,7,45,--,4:10,169,4:20,4:20,177,60,62
3,04:20.8,13:09,1,4:21,--,195,199,--,--,--,--,--,--,166,219,50.2% L / 49.8% R,1.39,10.1,7,47,--,4:06,170,04:20.8,4:21,177,60,62
4,01:33.6,14:42,0.37,4:14,--,196,199,--,--,--,--,--,--,168,219,50.5% L / 49.5% R,1.4,9.8,6.7,17,--,4:09,170,01:33.6,4:14,177,60,62
1,05:03.6,05:03.6,1,5:04,--,164,178,--,--,--,--,--,--,163,217,49.8% L / 50.2% R,1.23,10.7,8.6,42,--,4:10,170,5:02,5:02,177,60,62
2,04:49.9,09:53.5,1,4:50,--,173,182,--,--,--,--,--,--,164,213,49.7% L / 50.3% R,1.27,10.6,8.2,43,--,4:19,168,04:49.9,4:50,177,60,62
3,04:47.5,14:41,1,4:47,--,179,193,--,--,--,--,--,--,162,214,50.0% L / 50.0% R,1.29,11,8.3,44,--,3:49,166,04:47.5,4:47,177,60,62
4,00:22.8,15:04,0.08,4:40,--,169,180,--,--,--,--,--,--,164,210,50.0% L / 50.0% R,1.28,10.6,8.3,3,--,4:26,166,00:22.8,4:40,177,60,62
1,05:15.2,05:15.2,1,5:15,--,167,175,8,5,--,--,--,--,165,220,49.9% L / 50.1% R,1.18,10.4,8.5,45,--,4:32,175,5:11,5:11,177,60,62
2,04:58.0,10:13,1,4:58,--,179,182,--,--,--,--,--,--,164,223,49.8% L / 50.2% R,1.23,10.4,8.2,46,--,4:45,168,4:57,4:57,177,60,62
3,05:08.6,15:22,1,5:09,--,180,181,--,--,--,--,--,--,165,226,49.5% L / 50.5% R,1.18,10.1,8.3,48,--,4:56,169,05:08.6,5:09,177,60,62
4,03:34.7,18:56,0.67,5:21,--,177,182,--,--,--,--,--,--,164,226,49.7% L / 50.3% R,1.14,10.1,8.6,33,--,4:59,166,03:34.7,5:21,177,60,62
1,05:05.9,05:05.9,1,5:06,--,173,185,8,5,--,--,--,--,166,211,49.9% L / 50.1% R,1.21,10.3,8.2,48,--,4:28,171,5:00,5:00,177,60,62
2,05:02.6,10:09,1,5:03,--,181,183,--,--,--,--,--,--,167,211,49.6% L / 50.4% R,1.18,10.2,8.4,50,--,4:50,170,05:02.6,5:03,177,60,62
3,04:43.2,14:52,1,4:43,--,187,193,--,--,--,--,--,--,168,207,49.8% L / 50.2% R,1.27,10.1,7.7,48,--,4:15,171,04:43.2,4:43,177,60,62
4,00:02.7,14:54,0.01,3:47,--,189,189,--,--,--,--,--,--,168,207,49.8% L / 50.2% R,1.25,9.9,7.7,0,--,4:47,169,0:02,2:51,177,60,62
1,04:16.8,04:16.8,1,4:17,--,174,189,--,--,--,--,--,--,169,190,49.1% L / 50.9% R,1.4,9.9,6.7,40,--,3:26,179,4:11,4:11,177,60,62
2,03:46.4,08:03.2,1,3:46,--,197,203,--,--,--,--,--,--,171,189,49.6% L / 50.4% R,1.56,9.9,6.1,42,--,3:23,174,3:46,3:46,177,60,62
3,03:48.6,11:52,1,3:49,--,203,205,--,--,--,--,--,--,170,199,49.9% L / 50.1% R,1.55,9.5,6,44,--,3:13,174,03:48.6,3:49,177,60,62
4,00:02.6,11:54,0.01,3:32,--,205,205,--,--,--,--,--,--,169,205,50.7% L / 49.3% R,1.43,9.3,5.5,0,--,3:31,169,0:02,2:42,177,60,62
1,04:32.0,04:32.0,1,4:32,,138,152,5,,,,,,164,207,49.2% L / 50.8% R,1.31,10.5,7.8,46,,4:33,168,4:31,4:31,177,60,62
2,04:35.8,09:07.8,1,4:36,,151,157,,6,,,,,165,210,49.3% L / 50.7% R,1.34,10.6,7.7,52,,4:14,167,4:35,4:35,177,60,62
3,04:42.9,13:51,1,4:43,,153,158,9,,,,,,164,213,49.4% L / 50.6% R,1.27,10.4,8,52,,4:35,167,04:42.9,4:43,177,60,62
4,04:58.8,18:49,1,4:59,,159,166,20,5,,,,,165,217,49.3% L / 50.7% R,1.21,10.3,8.3,56,,4:41,168,04:58.8,4:59,177,60,62
5,04:26.4,23:16,1,4:26,,155,163,,25,,,,,167,211,49.5% L / 50.5% R,1.35,10.2,7.3,46,,3:57,169,04:26.4,4:26,177,60,62
6,04:20.4,27:36:00,1,4:20,,161,173,5,,,,,,168,208,49.6% L / 50.4% R,1.37,9.8,7,49,,3:30,174,4:20,4:20,177,60,62
1,05:06.9,05:06.9,1,5:07,,153,169,,,,,,,160,214,50.0% L / 50.0% R,1.24,11.1,8.9,46,,4:28,167,5:05,5:05,177,60,62
2,04:52.8,09:59.7,1,4:53,,163,168,,,,,,,161,220,50.0% L / 50.0% R,1.28,10.9,8.3,48,,4:34,163,4:52,4:52,177,60,62
3,04:49.0,14:49,1,4:49,,185,199,,,,,,,162,214,49.8% L / 50.2% R,1.29,10.6,8,54,,4:27,166,4:49,4:49,177,60,62
4,04:46.8,19:36,1,4:47,,200,203,,,,,,,164,217,49.8% L / 50.2% R,1.27,10.1,7.8,60,,4:28,167,04:46.8,4:47,177,60,62
5,04:43.5,24:19:00,1,4:43,,198,205,,,,,,,164,214,50.0% L / 50.0% R,1.3,10.4,7.9,58,,4:27,167,04:43.5,4:43,177,60,62
6,04:33.2,28:52:00,1,4:33,,195,199,,,,,,,165,220,50.2% L / 49.8% R,1.34,9.9,7.1,54,,3:45,167,4:33,4:33,177,60,62
